Title,Summary,Enrollment,Stars,Rating,Link,Category,count_students,course_length,course_rating,days_since_released
"Practical iOS 11: What's New in iOS 11, Swift 4 and Xcode 9","Learn all the new APIs including ARKit (Artificial Reality), Machine Learning and Vision Framework - App Development",2131,4.8,24,https://www.udemy.com/course/practical-ios-11/,Tech,2135.0,4.0,4.8,863.0
Applied Machine Learning without coding using Orange 3,A simple approach to data science,124,4.7,23,https://www.udemy.com/course/applied-machine-learning-without-coding-using-orange-3/,Tech,294.0,10.0,4.8,1081.0
machine learning for beginners - neural networks,Create you first neural networks in python - a hands on guide for beginners,427,4.3,23,https://www.udemy.com/course/machine-learning-for-beginners-neural-networks/,Tech,432.0,4.0,4.3,1091.0
Emotion & Sentiment Analysis with/without NLTK using Python,"Analyze Emotions ( happy, jealousy, etc ) using NLP Python & Text Mining. Includes twitter sentiment analysis with NLTK",84,3.8,23,https://www.udemy.com/course/emotion-and-sentiment-analysis/,Tech,165.0,1.0,4.4,18894.0
Basic Statistics and Data Mining for Data Science,"Enter the world of Statistics, Data Analysis and Data Science!",166,3.9,23,https://www.udemy.com/course/basic-statistics-and-data-mining-for-data-science/,Tech,186.0,3.0,4.5,696.0
Game Development Masterclass: Make Educational Apps & Games,Build your first app and inspire kids. Make education games with coding & artificial intelligence! Perfect for beginners,400,4.1,23,https://www.udemy.com/course/game-development-masterclass-make-educational-apps-games/,Tech,468.0,22.5,4.1,2105.0
Sales Force Developer: Artificial Intelligence For Beginners,"Sales Force Developer Artificial Intelligence, Apex Programming, and Analytics Hand-on Training - Learn AI Skills!",3396,4.2,23,https://www.udemy.com/course/sales-force-developer-artificial-intelligence/,Tech,3413.0,2.5,4.4,1421.0
Learn PyTorch for Natural Language Processing,Build smart language applications with the cutting-edge field of Deep Learning with PyTorch,148,3.3,22,https://www.udemy.com/course/learn-pytorch-for-natural-language-processing/,Tech,187.0,4.5,3.1,854.0
Deep Learning by TensorFlow 2.0 Basic to Advance with Python,Become Deep Learning professional by learning from Deep Learning professional,270,3.3,22,https://www.udemy.com/course/deep-learning-by-tensorflow-tfkeras-keras-using-python/,Tech,286.0,17.5,3.2,1077.0
"AI, ML & IT's IMPACT ON DIGITAL MARKETING",LEARN THE BASICS OF AI/ML (ARTIFICIAL INTELLIGENCE/MACHINE LEARNING) IT’S IMPACT ON DIGITAL MARKETING.,69,3.3,22,https://www.udemy.com/course/artificial-intelligence-machine-learning-digital-marketing/,Tech,76.0,2.0,3.6,672.0
machine learning with text for beginners,master textanalysis with machine learning,256,4.0,22,https://www.udemy.com/course/machine-learning-with-text-for-beginners/,Tech,256.0,,4.0,960.0
OpenCV Practical with Python - 3 Complete Projects + CODE,"OpenCV to Computer Vision app Like Face Recognition, Motion Detector, Hand Detector",192,3.9,22,https://www.udemy.com/course/opencv-project/,Tech,259.0,3.0,4.3,787.0
Bite-Sized Data Science with Python and Pandas: Introduction,Follow along as we analyze a real-life dataset and learn data science with Python and Pandas,126,4.3,22,https://www.udemy.com/course/bite-sized-data-science-with-python-introduction/,Tech,130.0,1.0,4.3,18894.0
Data Science: Sparklyr Basics for Beginners,Learn to interact with data in Apache Spark through sparklyr and simplify machine learning model implementations.,91,3.8,22,https://www.udemy.com/course/learning-sparklyr-basics/,Tech,98.0,1.5,3.5,602.0
Data Science and Machine Learning with R and Python,"Data science,Machine Learning,Data visualization with R and Python using real world examples.",1135,2.9,21,https://www.udemy.com/course/data-science-analysis/,Tech,1138.0,6.0,3.1,1216.0
Microsoft Azure Machine Learning Studio,Concepts on Microsoft Azure Machine Learning Studio,4578,2.6,21,https://www.udemy.com/course/azure-machine-learning-studio/,Tech,4583.0,4.0,2.4,18894.0
Text Classification with fastText and machine learning,Text Classification with fastText and machine learning,926,4.0,21,https://www.udemy.com/course/text-classification-with-fasttext-and-machine-learning/,Tech,945.0,2.0,3.8,916.0
{ C Language } Deep Learning From Ground Up™,Build Artificial Intelligence Applications in C,345,4.1,21,https://www.udemy.com/course/c-language-deep-learning-from-ground-uptm/,Tech,741.0,7.5,4.9,722.0
Hands-On Natural Language Processing with Pytorch,Build smart language applications using Deep Learning,118,3.0,21,https://www.udemy.com/course/hands-on-natural-language-processing-with-pytorch/,Tech,147.0,2.5,4.1,539.0
Natural Language Processing (NLP) with Python and NLTK,Master Natural Language with Python and NLP using Spam Filter detection,1103,4.7,21,https://www.udemy.com/course/natural-language-processingnlp-with-python-and-nltk/,Tech,1136.0,3.5,4.4,1626.0
Probability and Statistics In Data Science,Learn the basics of Data Science libraries with this step by step guide!,4554,2.8,21,https://www.udemy.com/course/probability-and-statistics-in-data-science/,Tech,4554.0,,2.8,1307.0
Getting Started with Decision Trees,Learn the basics of Decision Trees - a popular and powerful machine learning algorithm and implement them using Python,2628,4.6,21,https://www.udemy.com/course/getting-started-with-decision-trees/,Tech,2653.0,1.0,4.3,797.0
Natural Language Processing with Python: 3-in-1,Build solutions to get up and speed with new trends in NLP. Three complete courses in one comprehensive training program,124,3.5,21,https://www.udemy.com/course/natural-language-processing-with-python-a-complete-guide/,Tech,129.0,4.5,3.5,988.0
Acing the Machine Learning Engineering Interview,A Real-World Guide to Acing the Rigorous Machine Learning Engineering Interview,170,4.2,21,https://www.udemy.com/course/acing-the-machine-learning-engineering-interview/,Tech,170.0,,4.2,1140.0
Machine Learning Terminology & Process For Beginners,Learn Machine Learning Terminology & Process and gain solid understanding along with hand-on labs. Master 5 Steps of ML,6065,4.1,21,https://www.udemy.com/course/machine-learning-terminology-and-process/,Tech,6082.0,3.5,4.0,18894.0
Python Machine Learning : Learn Handson™,"Naive Bayes Classifier, Decision tree, PCA, kNN classifier, linear regression, logistic regression,SVM classifier",836,4.8,21,https://www.udemy.com/course/hands-on-machine-learning-using-python/,Tech,880.0,7.5,3.5,18894.0
Hands-on Tableau-10: Data Science Case Studies In Tableau,"Learn Tableau-10 practical for Data Science. Real-Life Data Visualization, Data analysis,analytics Exercises Projects.",1932,4.0,21,https://www.udemy.com/course/data-science-case-studies-in-tableau/,Tech,1976.0,4.0,4.2,1063.0
A Comprehensive Guide to NLTK in Python: Volume 1,Tokenizing Text in Python for Natural Language Processing,129,3.9,21,https://www.udemy.com/course/a-comprehensive-guide-to-nltk-in-python-volume-1/,Tech,131.0,1.0,3.9,18894.0
Introduction to Data Analysis and Statistics Using SQL,Hands-on Practical Data Analysis Using SQL,2317,3.4,21,https://www.udemy.com/course/introduction-to-data-analysis-and-statistics-using-sql/,Tech,2326.0,3.0,3.1,1074.0
Machine Learning With Python: Predicting Customer Churn,Real world machine learning with Python ,128,3.4,21,https://www.udemy.com/course/machine-learning-with-python-predicting-customer-churn/,Tech,153.0,1.5,3.3,464.0
Python : Pandas & Altair Data Science & Visualization,Learn to acquire Data with NumPy and Pandas and visualize it with Matplotlib and Altair,1223,4.1,21,https://www.udemy.com/course/complete-python-3-pandas-data-science-course/,Tech,1237.0,14.5,3.9,1340.0
Machine Learning: Build Apps & Predictions & Analyze Data,"Learn PyCharm, Java, Keras, TensorFlow & Kotlin. Use neural networks, deep learning & artificial intelligence.",389,3.9,21,https://www.udemy.com/course/pythonbootcampcourse/,Tech,412.0,27.0,3.8,1057.0
Linear Models In Machine Learning,Learn Machine Learning from scratch with this comprehensive Machine Learning guide.,3843,2.8,21,https://www.udemy.com/course/learn-machine-learning-from-scratch-j/,Tech,3843.0,,2.8,1214.0
Data Scientist Terminology Prep,Test yourself on common data science terminology,2483,4.3,20,https://www.udemy.com/course/data-scientist/,Tech,2483.0,,4.3,1195.0
Machine Learning for Android App development Using ML Kit,Add intelligent features to your Android apps with ML Kit,118,3.5,20,https://www.udemy.com/course/machine-learning-for-android-app-development-using-ml-kit/,Tech,131.0,2.0,3.4,495.0
The Ultimate Hands-On Python & Data Science - Learn Python 3,"Python, Data Science, Machine Learning, Big Data, Object Oriented Python, NLP (Natural Language Processing) and More...",100,3.9,20,https://www.udemy.com/course/complete_python_datascience_masterclass/,Tech,100.0,,3.9,533.0
Natural Language Processing (NLP) with NLTK and Scikit-learn,Learn to build expert NLP applications and machine learning projects using NLTK and Python library- scikit-learn,152,3.9,20,https://www.udemy.com/course/natural-language-processing-nlp-with-nltk-and-scikit-learn/,Tech,166.0,4.0,3.8,831.0
The Data Science & Machine Learning Bootcamp in Python,"Learn Python,NumPy,Pandas,Matplotlib,Seaborn,Scikit-learn,Dask,LightGBM,XGBoost,CatBoost,Streamlit,Power BI & much more",422,4.4,20,https://www.udemy.com/course/data-science-bootcamp-in-python/,Tech,659.0,17.5,4.0,1844.0
Comprehensive Guide to Artificial Intelligence(AI) for All,"Learn ML, NLP, Deep, Transfer and Reinforcement learning with IBM Watson, Tensorflow Sim, Keras, OpenAI Gym and more",248,4.3,20,https://www.udemy.com/course/comprehensive-guide-to-artificial-intelligence-for-everyone/,Tech,299.0,11.5,4.3,1232.0
Android Complete Guide for Firebase and ML using Kotlin,"Build chat app, use machine learning, login with different social media accoutns and many more",165,3.5,20,https://www.udemy.com/course/android-complete-guide-for-firebase-and-ml-using-kotlin/,Tech,189.0,6.5,3.7,1114.0
"Machine Learning with Python, scikit-learn and TensorFlow","Apply Machine Learning techniques to solve real-world problems with Python, scikit-learn and TensorFlow",164,3.2,20,https://www.udemy.com/course/machine-learning-with-python-scikit-learn-tensorflow/,Tech,173.0,9.5,2.6,18894.0
A Beginner introduction to Natural Language Processing,Learn Natural Language Processing ( NLP ) with ML,164,3.7,19,https://www.udemy.com/course/natural-language-processing-bootcamp/,Tech,176.0,3.0,3.9,816.0
Data Science for AI and Machine Learning Using Python,Become Data Science (Machine Learning) professional by learning from Data Science professional,160,4.2,19,https://www.udemy.com/course/data-scientist-for-ai-and-machine-learning-using-python/,Tech,177.0,9.5,3.8,520.0
Machine Learning with ML.Net for Absolute Beginners,Use your dotnet skills for building Machine Learning apps using ML.Net,2720,3.1,19,https://www.udemy.com/course/machine-learning-with-mlnet-for-absolute-beginners/,Tech,2761.0,6.0,3.1,475.0
Google Cloud for Machine Learning 2020 Master Course,"Master Google Cloud with comprehensive coverage of tools like: Serverless, BigQuery, Compute Engine and Cloud Functions",169,4.2,19,https://www.udemy.com/course/google-cloud/,Tech,246.0,10.5,4.1,374.0
"AI LAW, ETHICS, PRIVACY & LEGALITIES - DR. PAVAN DUGGAL -CLU",AN INTRODUCTION TO THE WONDERFUL WORLD OF DIFFERENT TOPICS UNDER ARTIFICIAL INTELLIGENCE LAW,61,3.8,19,https://www.udemy.com/course/ai-law-ethics-privacy-by-dr-pavan-duggal/,Tech,102.0,1.0,4.5,979.0
Regression Machine Learning with Python,Learn regression machine learning from basic to expert level through a practical course with Python programming language,366,3.5,19,https://www.udemy.com/course/regression-machine-learning-with-python/,Tech,371.0,6.0,3.8,2121.0
Use Machine Learning to Make Apps and AI to Detect Fraud,"Build 5 massive projects! ​​Build neuron functions, convolutional layers and Android apps with Python and TensorFlow",225,4.0,19,https://www.udemy.com/course/use-machine-learning-to-make-apps-and-ai-to-detect-fraud/,Tech,249.0,14.0,3.9,1123.0
Artificial Intelligence #7 : Genetic Algorithm Optimization,Learn how to solve optimization problem using Genetic Algorithm Optimization Method,1533,2.7,18,https://www.udemy.com/course/artificial-intelligence-7-genetic-algorithm-optimization/,Tech,1551.0,1.0,2.3,1224.0
custom object detection on Google colab & android deployment,Tensorflow object detection training to AI based android APP,74,3.2,18,https://www.udemy.com/course/custom-object-detection-on-google-colab-android-deployment/,Tech,74.0,,3.2,1317.0
"Python 3 Data Science: NumPy, Pandas, and Time Series","Learn NumPy, Matplotlib, Jupyter, Pandas, Plotly, Altair, Seaborn, and Time Series Analysis in a single course",2433,3.6,18,https://www.udemy.com/course/python3-pandas-datascience-timeseries/,Tech,2445.0,13.0,3.6,18894.0
Creating a Scalable Machine Learning Pipeline,"Gather Data, Train Deep Learning Models, Evaluate, Use & Deploy, Review, and Update Machine Learning Models",859,4.5,18,https://www.udemy.com/course/architecting-a-scalable-machine-learning-pipeline/,Tech,977.0,8.0,4.1,879.0
ArcGIS: Learn Deep Learning in ArcGIS to advance GIS skills,"Learn to apply Deep Learning algorithms (eg. Neural Networks) in GIS (ArcGIS PRO), learn machine learning Remote Sensing",1945,4.0,18,https://www.udemy.com/course/getting-started-with-deep-learning-in-gis-and-arcgis-pro/,Tech,2123.0,2.0,4.2,18894.0
"Object Detection Web App with TensorFlow, OpenCV and Flask",Build an Object Detection Model from Scratch using Deep Learning and Transfer Learning,19,4.6,18,https://www.udemy.com/course/object-detection-web-app-with-tensorflow-opencv-and-flask/,Tech,26212.0,1.0,4.4,18894.0
Fundamentals of Machine Learning for iOS and Core ML,Introduction to machine learning for iOS App Development and the Core ML Framework,595,4.1,17,https://www.udemy.com/course/core-ml-basics/,Tech,611.0,3.0,4.4,517.0
Applied machine learning for Everyone,apply machine learning techniques and make a final prediction,254,4.1,17,https://www.udemy.com/course/applied-machine-learning-for-everyone/,Tech,254.0,,4.1,18894.0
Beginning Machine Learning with AWS,Explore the power of cloud services for your machine learning and artificial intelligence projects,104,3.2,17,https://www.udemy.com/course/beginning-machine-learning-with-aws/,Tech,117.0,2.5,3.3,798.0
Machine Learning with R Programming,Learn in Detail How to execute Machine Learning Algorithms in R Programming,85,3.6,17,https://www.udemy.com/course/machine-learning-with-r-programming/,Tech,92.0,2.0,3.3,436.0
Unity Machine Learning with Python!,Build a Unity game that uses artificial intelligence to control players. Teach AI to catch falling Christmas gifts!,251,4.6,17,https://www.udemy.com/course/unity-machine-learning-with-python/,Tech,323.0,6.0,4.3,1185.0
Learn Machine Learning Maths Behind,Learn and Implement Your Own Custom Machine Learning Algorithm on Top of SAP®'s HANA® In Memory System,3221,3.9,16,https://www.udemy.com/course/learn-machine-learning-in-a-simple-way-with-math/,Tech,3236.0,3.5,4.0,619.0
Mobile VR Virtual Reality & Artificial Intelligence in Unity,"Learn to make mini games in this epic course, including Google Cardboard mobile VR and A Star algorithms for Unity.",293,4.2,16,https://www.udemy.com/course/complete-virtual-reality-artificial-intelligence-in-unity/,Tech,374.0,83.0,4.6,18894.0
LEARNING PATH: Python: Advanced Machine Learning with Python,Learn the most effective machine learning tools and techniques with Python,137,3.9,16,https://www.udemy.com/course/learning-path-python-advanced-machine-learning-with-python/,Tech,148.0,8.0,3.7,18894.0
Complete AI Course with Real-world Business Applications,"Learn Machine Learning, Natural Language Processing, Big Data, Computer Vision & Deep Learning using python",1539,3.4,16,https://www.udemy.com/course/complete-ai-course-with-real-world-business-applications/,Tech,1539.0,,3.4,1113.0
Practical Machine Learning with Python,"Python, Numpy, Pandas, Matplotlib, Seaborn, Statistics And Machine Learning (both Supervised and Unsupervised Learning)",299,4.6,16,https://www.udemy.com/course/practical-machine-learning-with-python/,Tech,317.0,12.5,4.3,18894.0
Introduction to Python for Data Science 2019,"Applying Python Variables, Lists, NumPy, Pandas & Matplotlib to Data Science on Jupyter Notebook",1666,3.9,16,https://www.udemy.com/course/introduction-to-python-for-data-science-2019/,Tech,1666.0,,3.9,18894.0
Object Recognition with Deep Learning using OpenCV and C#,"Building Object Detection and Classification Applications using Computer Vision, Deep Learning, OpenCV and C#",112,4.1,16,https://www.udemy.com/course/object-recognition-with-deep-learning-using-opencv-and-csharp/,Tech,112.0,,4.1,18894.0
Python for Data Science and Data Analysis,"Learn the Basics of Python, NumPy, Pandas, Matplotlib, Seaborn, Bokeh and Scikit-Learn",133,4.2,16,https://www.udemy.com/course/python-mastering-python-for-data-science-from-zero-to-hero/,Tech,392.0,16.0,3.8,1378.0
Data Science with Python for Students & Beginners,"A crisp start in Data Science & Analysis using Numpy, Scipy, Sympy, Matplotlib, Pandas with live examples !",1468,3.7,16,https://www.udemy.com/course/data-science-with-python-for-students-beginners/,Tech,1468.0,,3.7,1172.0
Crack Pandas and NumPy: Python Data Science Made Easy,Take this essential course on programming in the Internet’s most popular programming language! Beginner friendly.,169,3.8,16,https://www.udemy.com/course/pythonnumpy/,Tech,172.0,26.5,3.8,18894.0
Deep Learning with The Tensorflow and Python Masterclass,Build & improve apps driven by machine learning with data & models! Use Google's deep learning framework w/ Java & AI,378,4.5,16,https://www.udemy.com/course/deep-learning-with-the-tensorflow-and-python-masterclass/,Tech,730.0,93.5,3.8,1401.0
Introduction to Machine Learning with Case Study in Python,"Understand concepts of least square regression and Hypothesis testing to our model like t-test, ANOVA, F-test, R square",5280,3.6,16,https://www.udemy.com/course/linear-regression-with-case-study-in-python-2020/,Tech,16801.0,1.0,4.4,1533.0
Master Data Recognition & Prediction in Python & TensorFlow,"Do you want analyze data? Model image & text datasets, predict the stock market & more with coding projects.",388,4.0,16,https://www.udemy.com/course/datamodelling/,Tech,409.0,21.5,3.9,1047.0
Machine Learning Bootcamp™: Hand-On Python in Data Science,"Learn Complete hands-on guide to implementing Supervised Machine Learning Algorithm in Python including ANN, CNN & RNN",2925,3.4,16,https://www.udemy.com/course/data-science-supervised-machine-learning-bootcamp-in-python/,Tech,2931.0,17.5,2.9,475.0
Fundamentals of Pandas,Gain proficiency using the Python Pandas library for data analysis.​,877,4.0,15,https://www.udemy.com/course/fundamentals-of-pandas/,Tech,877.0,,4.0,465.0
Machine Learning Basics,What we all need to know about Machine Learning (ML),1376,3.1,15,https://www.udemy.com/course/machine-learning-basics/,Tech,1376.0,,3.1,1363.0
Real-World Machine Learning Projects with Scikit-Learn,"Predict heart disease, customer-buying behaviors, and much more in this course filled with real-world projects",105,4.1,15,https://www.udemy.com/course/real-world-machine-learning-projects-with-scikit-learn/,Tech,124.0,2.5,3.8,1310.0
Q&A in Machine Learning and Neural Networks for beginners,Find answers to common machine learning questions which arise when you start to learn,371,3.9,15,https://www.udemy.com/course/qa-in-machine-learning-and-neural-networks-for-beginners/,Tech,371.0,,3.9,1363.0
machine learning and neural networks mini case studies,The red or the blue pill Neo?,158,4.1,15,https://www.udemy.com/course/machine-learning-and-neural-networks-mini-case-studies/,Tech,158.0,,4.1,1187.0
Complete Introduction to the Scientific Python 3 Ecosystem,"Get introduced to SciPy, NumPy, Matplotlib, and Pandas with a brief tour of Jupyter Notebooks.",6727,4.0,15,https://www.udemy.com/course/introduction-to-the-scientific-python-3-ecosystem/,Tech,6727.0,,4.0,1875.0
Advanced Predictive Techniques with Scikit-Learn& TensorFlow,"Improve the performance predictive models, build more complex models and use techniques to improve quality of your predi",111,4.1,15,https://www.udemy.com/course/advanced-predictive-techniques-with-scikit-learn-tensorflow/,Tech,124.0,3.5,4.3,931.0
TensorFlow: Artificial Intelligence with TensorFlow: 3-in-1,Begin your journey to build next-generation AI models from scratch with TensorFlow and create your own machine learning,102,3.6,15,https://www.udemy.com/course/tensorflow-artificial-intelligence-with-tensorflow-3-in-1/,Tech,129.0,9.0,3.7,591.0
Machine Learning: Data Analysis 2017,Machine Learning is the most up to date technique in data analysis. Learn this course and enjoy the top-paying jobs. ,135,3.1,15,https://www.udemy.com/course/machine-learning-data-analysis/,Tech,137.0,3.0,3.1,18894.0
Learn To Gain Writing Skills Using Artificial Intelligence,Towards Compiling a WOW Content likewise,2685,4.1,15,https://www.udemy.com/course/learn-to-gain-writing-skills-using-artificial-intelligence/,Tech,2685.0,,4.1,18894.0
Machine Learning for beginners,Azure Machine Learning,60,4.3,14,https://www.udemy.com/course/machine-learning-for-beginners-azure/,Tech,66.0,1.0,4.3,545.0
Unpacking NumPy and Pandas,Get to grips with the most popular Python packages that make Data Analysis possible,96,3.6,14,https://www.udemy.com/course/unpacking-numpy-and-pandas/,Tech,98.0,2.5,3.5,801.0
Machine Learning With TensorFlow: The Practical Guide,A comprehensive source to help you learn Machine learning with TensorFlow,661,3.9,14,https://www.udemy.com/course/machine-learning-with-tensorflow-practical-guide/,Tech,665.0,6.5,3.8,633.0
Efficient R Programming with the Tidyverse,"Take your R programming skills to the next level with the core tidyverse packages of dplyr, tidyr, ggplot2 and magrittr",47,4.7,14,https://www.udemy.com/course/efficient-r-programming-with-the-tidyverse/,Tech,143.0,2.5,4.1,18894.0
Artificial Intelligence for Civil Engineers: Part 2,Reimagining Estimation and Costing for construction purposes in 2020.,4813,2.9,14,https://www.udemy.com/course/artificial-intelligence-for-civil-engineers-part-2/,Tech,10293.0,1.0,2.9,18894.0
Machine Learning Prerequisites for 2021,Learn the foundation and prerequisites to become a Machine Learning Engineer,3094,4.3,14,https://www.udemy.com/course/machine-learning-prerequisites-for-2021/,Tech,3112.0,1.5,4.4,1290.0
Artificial Intelligence #4:SVM & Logistic Classifier methods,Classification methods for students & professionals. Learn Support Vector Machine & Bayes Classification &code in python,1682,3.1,14,https://www.udemy.com/course/artificial-intelligence-4-svm-logistic-classifier-methods/,Tech,1688.0,2.0,3.1,1187.0
Hadoop & Data Science NLP (All in One Course).,"Learn to develop real world applications using Hadoop (NIFI, Solr, Banana Dashboard, Hive, Zappelin) & Data Science NLP.",200,2.7,14,https://www.udemy.com/course/hadoop-datascience-nlp-all-in-one-course/,Tech,212.0,11.5,2.7,818.0
"Hands-On Machine Learning: Learn TensorFlow, Python, & Java!",Jump into a field with more demand than supply. Apps driven by machine learning are the future of mobile app development,231,4.1,14,https://www.udemy.com/course/mobilemachinelearning/,Tech,250.0,8.5,4.2,1192.0
Artificial Intelligence #3:kNN & Bayes Classification method,Classification methods for students and professionals. Learn k-Nearest Neighbors & Bayes Classification &code in python,1880,3.5,14,https://www.udemy.com/course/artificial-intelligence-3-knn-bayes-classification-method/,Tech,1895.0,2.0,3.5,1148.0
Power Your Business with Artificial Intelligence,Idea Generation,95,4.2,14,https://www.udemy.com/course/power-your-business-with-ai-idea-generation/,Tech,103.0,4.5,4.1,1016.0
If You Can Cook You Can Code Vol 5: Artificial Intelligence,Get a complete tour of the AI landscape in late 2016 in plain English that you can understand even if you don't code.,70,3.7,14,https://www.udemy.com/course/artificial-intelligence/,Tech,72.0,2.0,3.7,1578.0
Automated API Tests using Artificial Intelligence (AI),Learn how to use Artificial Intelligence to convert your Web UI tests into Automated API Tests (REST API),151,3.3,14,https://www.udemy.com/course/automated-api-tests-using-artificial-intelligence-ai/,Tech,166.0,1.0,3.5,1703.0
Building Big Data Pipelines with PySpark + MongoDB + Bokeh,Build intelligent data pipelines with big data processing and machine learning technologies,109,3.9,14,https://www.udemy.com/course/building-big-data-pipelines-with-pyspark-mongodb-bokeh/,Tech,236.0,5.0,4.5,870.0
Demystifying Word Embeddings with fastText and ML,Demystifying Word Embeddings with fastText and machine learning,1532,3.7,14,https://www.udemy.com/course/demystifying-word-embeddings-with-fasttext-and-ml/,Tech,1532.0,,3.7,712.0
"Hands-On Computer Vision with OpenCV 4, Keras & TensorFlow 2",Build your own computer vision deep learning classifiers,91,4.4,13,https://www.udemy.com/course/hands-on-computer-vision-with-opencv-4-keras-tensorflow-2/,Tech,346.0,6.0,4.7,1041.0
Introduction to tensorflow 2,How to start deep learning with tensorflow 2 - machine learning in the cloud with google colab,74,4.0,13,https://www.udemy.com/course/introduction-to-tensorflow-2/,Tech,74.0,,4.0,553.0
Data Scientist/Artificial Intelligence(Ai) Master Class 2020,"includes Data Science,R, Machine Learning, NLP, Big Data with Hive,Flume,Sqoop,Pig and more.(Beginners To Expert Level)",126,4.4,13,https://www.udemy.com/course/ai-master-class/,Tech,177.0,17.0,4.3,839.0
Telecom Customer Churn Prediction in Apache Spark (ML),Learn Apache Spark machine learning by creating a Telecom customer churn prediction project using Databricks Notebook,70,3.2,13,https://www.udemy.com/course/telecom-customer-churn-prediction-in-apache-spark-ml/,Tech,195.0,1.5,3.5,1022.0
Learn Python Monster Course : Grow Your Python Skills,"Grow Your Python Skills for Data Science, Machine Learning, Django Deep learning Flask. Learn Python 3 Like professional",140,4.3,13,https://www.udemy.com/course/learnpythoncourse/,Tech,160.0,12.5,4.1,522.0
AB Testing / Hypothesis Testing,"Learn hypothesis testing to improve your data science, data analytics and statistics skills in 30 minutes",1264,3.8,13,https://www.udemy.com/course/business-statistics-masterclass-hypothesis-testing/,Tech,1264.0,,3.8,575.0
Introduction to Data Science Python,Become a Data Scientist in 8 weeks,32,3.4,13,https://www.udemy.com/course/introduction-to-data-science-python/,Tech,32.0,,3.4,1044.0
Intro to TensorFlow - For iOS & Android,"Learn artificial intelligence, machine learning & coding. Build projects! Explore Python, Java, PyCharm, databases, more",132,4.1,13,https://www.udemy.com/course/intro-to-tensorflow-for-ios-android/,Tech,146.0,14.5,4.2,2149.0
Artificial Intelligence #5: MLP Networks with Scikit & Keras,Learn how to create Multilayer Perceptron Neural Network by using Scikit learn and Keras Libraries and Python,1681,4.5,13,https://www.udemy.com/course/artificial-intelligence-5-mlp-networks-with-scikit-keras/,Tech,1698.0,2.5,4.5,850.0
Natural Language Processing Fundamentals,Use Python and NLTK (Natural Language Toolkit) to build your own text classifiers and solve common NLP problems.,79,3.8,13,https://www.udemy.com/course/natural-language-processing-fundamentals/,Tech,95.0,6.0,4.1,761.0
Introduction to Statistics with R,Where Statistics and Programming Meet,52,3.7,13,https://www.udemy.com/course/introduction-to-statistics-with-r/,Tech,72.0,7.0,4.1,1134.0
Beginners R Programming: Data Science and Machine Learning!,"Beginner's guide for aspiring programmers. Learn to code in C# & make projects in R! Data analytics, management & MORE.",106,4.1,13,https://www.udemy.com/course/beginners-r-programming-data-science-and-machine-learning/,Tech,113.0,5.0,4.1,566.0
Python: Python Programming for Artificial Intelligence (1),"Learn Python like a Pro! Start with basics to learn Data Science, Machine Learning and Artificial Intelligence - (2020)",124,4.0,13,https://www.udemy.com/course/python-python-programming-for-artificial-intelligence-1/,Tech,274.0,8.5,3.8,1231.0
Deep Learning For Computer Vision,Build cool and state of the art computer vision projects with deep learning.,77,4.3,13,https://www.udemy.com/course/deep-learning-and-computer-vision/,Tech,88.0,6.0,3.9,820.0
The Complete Guide to TensorFlow 1.x,Become an expert in machine learning and deep learning with the new TensorFlow 1.x,145,4.0,12,https://www.udemy.com/course/the-complete-guide-to-tensorflow-1x/,Tech,147.0,2.5,4.0,1409.0
Python: Step into the World of Machine Learning,Apply your existing Python skills to the highly lucrative fields of machine learning and deep learning.,245,2.9,12,https://www.udemy.com/course/python-step-into-the-world-of-machine-learning/,Tech,250.0,6.0,2.9,799.0
Artificial Intelligence #2: Polynomial & Logistic Regression,Regression techniques for students and professionals. Learn Polynomial & Logistic Regression and code them in python,1912,4.1,12,https://www.udemy.com/course/artificial-intelligence-2-polynomial-logistic-regression/,Tech,1922.0,2.0,4.2,514.0
Implementing Azure Cognitive Services for Vision,"Train and build custom models using Computer Vision and Custom Vision, and detect and identify people using the Face API",65,3.3,12,https://www.udemy.com/course/implementing-azure-cognitive-services-for-vision/,Tech,79.0,2.5,3.8,18894.0
Python: Deep Learning and Machine Learning -All at one place,This course will offer you and intense and vast knowledge in python programming. Learn to develop your own prototypes.,640,4.4,12,https://www.udemy.com/course/python-deep-learning/,Tech,642.0,3.0,4.3,1595.0
Complete Unity Artificial Intelligence & Android Development,Work with two games to learn both 2D & 3D development & artificial intelligence​! Learn coding & Android development now,39,4.1,12,https://www.udemy.com/course/complete-unity-artificial-intelligence-android-development/,Tech,48.0,21.0,4.1,1409.0
Word2Vec: Build Semantic Recommender System with TensorFlow,Word2Vec Tutorial: Names Semantic Recommendation System by Building and Training a Word2vec Python Model with TensorFlow,126,2.8,12,https://www.udemy.com/course/tensorflow-word2vec-word-embeddings/,Tech,147.0,2.0,2.2,874.0
MASTERING Machine Learning with AZURE- 2020,ChatBot|QnAMaker|LUIS|Facebookbot|Translate|Text Analytics|Language Detection|Analyze image & video|Read text in images,2143,2.5,12,https://www.udemy.com/course/machine-learning-with-microsoft-azure/,Tech,2143.0,,2.5,1081.0
