INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182009494,619,Larceny,LARCENY ALL OTHERS,A1,114,,2018-02-03 21:02:00,2018,2,Saturday,21,Part One,ATLANTIC AVE,42.35438252,-71.05213281,"(42.35438252, -71.05213281)"
I182009486,2629,Harassment,HARASSMENT,D4,619,,2018-02-05 14:56:00,2018,2,Monday,14,Part Two,MASSACHUSETTS AVE,42.34309082,-71.08540752,"(42.34309082, -71.08540752)"
I182009484,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,115,,2018-02-05 13:30:00,2018,2,Monday,13,Part Two,SOUTH ST,42.35110203,-71.05735186,"(42.35110203, -71.05735186)"
I182009471,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C6,186,,2018-02-05 12:22:00,2018,2,Monday,12,Part One,SOUTHAMPTON ST,42.33058014,-71.06248386,"(42.33058014, -71.06248386)"
I182009469,619,Larceny,LARCENY ALL OTHERS,A7,824,,2018-02-05 12:16:00,2018,2,Monday,12,Part One,LEXINGTON ST,42.37987589,-71.03171809,"(42.37987589, -71.03171809)"
I182009467,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,362,,2018-02-05 13:00:00,2018,2,Monday,13,Part Two,LYNDHURST ST,42.29290563,-71.06955795,"(42.29290563, -71.06955795)"
I182009458,613,Larceny,LARCENY SHOPLIFTING,B2,329,,2018-02-05 13:19:00,2018,2,Monday,13,Part One,BLUE HILL AVE,42.30938437,-71.08262277,"(42.30938437, -71.08262277)"
I182009455,613,Larceny,LARCENY SHOPLIFTING,A1,104,,2018-02-05 12:30:00,2018,2,Monday,12,Part One,WASHINGTON ST,42.35648631,-71.05928145,"(42.35648631, -71.05928145)"
I182009452,2629,Harassment,HARASSMENT,E18,493,,2018-01-29 12:00:00,2018,1,Monday,12,Part Two,METROPOLITAN AVE,42.2599014,-71.11536339,"(42.25990140, -71.11536339)"
I182009451,617,Larceny,LARCENY THEFT FROM BUILDING,A15,57,,2018-02-05 12:59:00,2018,2,Monday,12,Part One,CHESTNUT ST,42.37595927,-71.05966056,"(42.37595927, -71.05966056)"
I182009448,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,364,,2018-02-05 12:10:00,2018,2,Monday,12,Part One,CENTRE ST,42.29451627,-71.05875403,"(42.29451627, -71.05875403)"
I182009445,613,Larceny,LARCENY SHOPLIFTING,C11,381,,2018-02-05 12:19:00,2018,2,Monday,12,Part One,GALLIVAN BLVD,42.28512354,-71.04405667,"(42.28512354, -71.04405667)"
I182009442,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,E13,573,,2018-02-02 15:00:00,2018,2,Friday,15,Part One,GREEN ST,42.30960752,-71.10499196,"(42.30960752, -71.10499196)"
I182009438,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,238,,2018-02-04 19:00:00,2018,2,Sunday,19,Part One,GENE ST,42.31947814,-71.06554087,"(42.31947814, -71.06554087)"
I182009436,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,332,,2018-02-05 12:00:00,2018,2,Monday,12,Part One,BIRD ST,42.31472025,-71.06654089,"(42.31472025, -71.06654089)"
I182009429,619,Larceny,LARCENY ALL OTHERS,A7,24,,2018-02-05 11:52:00,2018,2,Monday,11,Part One,MONMOUTH ST,42.38011766,-71.03722943,"(42.38011766, -71.03722943)"
I182009425,617,Larceny,LARCENY THEFT FROM BUILDING,A1,94,,2018-02-05 09:35:00,2018,2,Monday,9,Part One,STATE ST,42.35913205,-71.05504984,"(42.35913205, -71.05504984)"
I182009405,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,177,,2018-02-05 09:48:00,2018,2,Monday,9,Part Two,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I182009403,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,368,,2018-02-05 09:35:00,2018,2,Monday,9,Part One,NEPONSET AVE,42.29510457,-71.05333627,"(42.29510457, -71.05333627)"
I182009389,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E5,664,,2018-02-04 02:42:00,2018,2,Sunday,2,Part One,WASHINGTON ST,42.29202539,-71.1221897,"(42.29202539, -71.12218970)"
I182009387,2629,Harassment,HARASSMENT,B2,262,,2018-02-05 07:15:00,2018,2,Monday,7,Part Two,W COTTAGE ST,42.32105956,-71.07313291,"(42.32105956, -71.07313291)"
I182009382,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,115,,2018-02-05 07:05:00,2018,2,Monday,7,Part Two,LINCOLN ST,42.35201794,-71.05811581,"(42.35201794, -71.05811581)"
I182009379,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,416,,2018-02-04 22:30:00,2018,2,Sunday,22,Part One,WASHINGTON ST,42.28096173,-71.07080703,"(42.28096173, -71.07080703)"
I182009368,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A1,103,,2018-02-05 03:12:00,2018,2,Monday,3,Part One,PROVINCE ST,42.35741043,-71.0596213,"(42.35741043, -71.05962130)"
I182009360,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,364,,2018-02-05 01:37:00,2018,2,Monday,1,Part One,ADAMS ST,42.2944367,-71.05661774,"(42.29443670, -71.05661774)"
I182009356,619,Larceny,LARCENY ALL OTHERS,A7,23,,2018-02-05 01:17:00,2018,2,Monday,1,Part One,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I182009350,423,Aggravated Assault,ASSAULT - AGGRAVATED,A7,28,,2018-02-05 00:26:00,2018,2,Monday,0,Part One,LONDON ST,42.37382246,-71.03842544,"(42.37382246, -71.03842544)"
I182009350,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,28,,2018-02-05 00:26:00,2018,2,Monday,0,Part Two,LONDON ST,42.37382246,-71.03842544,"(42.37382246, -71.03842544)"
I182009350,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,28,,2018-02-05 00:26:00,2018,2,Monday,0,Part One,LONDON ST,42.37382246,-71.03842544,"(42.37382246, -71.03842544)"
I182009348,617,Larceny,LARCENY THEFT FROM BUILDING,E13,641,,2018-02-05 00:21:00,2018,2,Monday,0,Part One,CENTRE ST,42.31674811,-71.11356249,"(42.31674811, -71.11356249)"
I182009328,423,Aggravated Assault,ASSAULT - AGGRAVATED,A15,900,,2018-02-04 22:40:00,2018,2,Sunday,22,Part One,DECATUR ST,42.37693992,-71.05524264,"(42.37693992, -71.05524264)"
I182009322,613,Larceny,LARCENY SHOPLIFTING,C11,370,,2018-02-04 22:12:00,2018,2,Sunday,22,Part One,WILLIAM T MORRISSEY BLVD,42.29767279,-71.04941018,"(42.29767279, -71.04941018)"
I182009319,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,354,,2018-02-04 21:31:00,2018,2,Sunday,21,Part Two,ADAMS ST,42.29807739,-71.05695195,"(42.29807739, -71.05695195)"
I182009316,617,Larceny,LARCENY THEFT FROM BUILDING,D4,624,,2018-02-04 21:06:00,2018,2,Sunday,21,Part One,BOYLSTON ST,42.34489594,-71.09659186,"(42.34489594, -71.09659186)"
I182009314,423,Aggravated Assault,ASSAULT - AGGRAVATED,D4,168,,2018-02-04 21:24:00,2018,2,Sunday,21,Part One,WASHINGTON ST,42.33816387,-71.07461217,"(42.33816387, -71.07461217)"
I182009314,613,Larceny,LARCENY SHOPLIFTING,D4,168,,2018-02-04 21:24:00,2018,2,Sunday,21,Part One,WASHINGTON ST,42.33816387,-71.07461217,"(42.33816387, -71.07461217)"
I182009304,619,Larceny,LARCENY ALL OTHERS,E13,634,,2018-02-04 20:05:00,2018,2,Sunday,20,Part One,CENTRE ST,42.3212743,-71.11030469,"(42.32127430, -71.11030469)"
I182009302,617,Larceny,LARCENY THEFT FROM BUILDING,D14,796,,2018-02-04 20:15:00,2018,2,Sunday,20,Part One,COMMONWEALTH AVE,42.35073963,-71.13047909,"(42.35073963, -71.13047909)"
I182009298,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,458,,2018-02-04 20:12:00,2018,2,Sunday,20,Part One,BLUE HILL AVE,42.30316091,-71.08515552,"(42.30316091, -71.08515552)"
I182009294,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,273,,2018-02-04 20:01:00,2018,2,Sunday,20,Part One,NORTHAMPTON ST,42.33665048,-71.07841035,"(42.33665048, -71.07841035)"
I182009293,613,Larceny,LARCENY SHOPLIFTING,A1,102,,2018-02-04 19:22:00,2018,2,Sunday,19,Part One,WINTER ST,42.35602373,-71.06177615,"(42.35602373, -71.06177615)"
I182009292,2629,Harassment,HARASSMENT,E18,501,,2018-02-04 19:40:00,2018,2,Sunday,19,Part Two,HYDE PARK AVE,42.28063521,-71.1188961,"(42.28063521, -71.11889610)"
I182009284,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,325,,2018-02-04 18:14:00,2018,2,Sunday,18,Part Two,BALFOUR ST,42.31466062,-71.07623072,"(42.31466062, -71.07623072)"
I182009278,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,120,,2018-02-04 17:32:00,2018,2,Sunday,17,Part Two,PARK PLZ,42.35162789,-71.0686641,"(42.35162789, -71.06866410)"
I182009267,619,Larceny,LARCENY ALL OTHERS,C6,236,,2018-02-04 15:28:00,2018,2,Sunday,15,Part One,ROSECLAIR ST,42.32082017,-71.06010572,"(42.32082017, -71.06010572)"
I182009265,617,Larceny,LARCENY THEFT FROM BUILDING,A1,66,,2018-02-04 17:10:00,2018,2,Sunday,17,Part One,CHARLES ST,42.35979038,-71.07078234,"(42.35979038, -71.07078234)"
I182009257,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,517,,2018-02-04 17:06:00,2018,2,Sunday,17,Part Two,GARFIELD AVE,42.24537314,-71.11985995,"(42.24537314, -71.11985995)"
I182009252,619,Larceny,LARCENY ALL OTHERS,E18,480,,2018-02-02 16:10:00,2018,2,Friday,16,Part One,FAIRLAWN AVE,42.26788791,-71.10067012,"(42.26788791, -71.10067012)"
I182009249,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,321,,2018-02-04 15:58:00,2018,2,Sunday,15,Part Two,ELM HILL PARK,42.31285118,-71.08306168,"(42.31285118, -71.08306168)"
I182009242,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,309,,2018-02-04 16:51:00,2018,2,Sunday,16,Part Two,MARTIN LUTHER KING JR BLV,42.31860134,-71.08405792,"(42.31860134, -71.08405792)"
I182009237,613,Larceny,LARCENY SHOPLIFTING,C6,186,,2018-02-04 14:11:00,2018,2,Sunday,14,Part One,ALLSTATE RD,42.32696647,-71.06198607,"(42.32696647, -71.06198607)"
I182009233,2629,Harassment,HARASSMENT,E5,822,,2018-02-04 15:43:00,2018,2,Sunday,15,Part Two,GEORGETOWNE PL,42.25520097,-71.14449084,"(42.25520097, -71.14449084)"
I182009229,301,Robbery,ROBBERY - STREET,D4,141,,2018-02-04 14:37:00,2018,2,Sunday,14,Part One,HEREFORD ST,42.34894667,-71.08574065,"(42.34894667, -71.08574065)"
I182009227,613,Larceny,LARCENY SHOPLIFTING,B2,593,,2018-02-04 15:07:00,2018,2,Sunday,15,Part One,LONGWOOD AVE,42.33857,-71.10670681,"(42.33857000, -71.10670681)"
I182009222,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,582,,2018-02-02 22:00:00,2018,2,Friday,22,Part One,CREIGHTON ST,42.32276657,-71.10838774,"(42.32276657, -71.10838774)"
I182009216,801,Simple Assault,ASSAULT - SIMPLE,D4,905,,2018-02-04 11:45:00,2018,2,Sunday,11,Part Two,HARRISON AVE,42.33555954,-71.07436364,"(42.33555954, -71.07436364)"
I182009216,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,905,,2018-02-04 11:45:00,2018,2,Sunday,11,Part Two,HARRISON AVE,42.33555954,-71.07436364,"(42.33555954, -71.07436364)"
I182009212,801,Simple Assault,ASSAULT - SIMPLE,B2,280,,2018-04-14 14:00:00,2018,4,Saturday,14,Part Two,DUDLEY ST,42.32872589,-71.08382217,"(42.32872589, -71.08382217)"
I182009211,613,Larceny,LARCENY SHOPLIFTING,E5,723,,2018-02-04 13:36:00,2018,2,Sunday,13,Part One,VFW PKWY,42.26623736,-71.16843346,"(42.26623736, -71.16843346)"
I182009209,613,Larceny,LARCENY SHOPLIFTING,D14,804,,2018-02-04 12:35:00,2018,2,Sunday,12,Part One,EVERETT ST,42.35595391,-71.13852468,"(42.35595391, -71.13852468)"
I182009208,619,Larceny,LARCENY ALL OTHERS,A1,109,,2018-02-04 01:00:00,2018,2,Sunday,1,Part One,HIGH ST,42.35649296,-71.05259107,"(42.35649296, -71.05259107)"
I182009207,2629,Harassment,HARASSMENT,C6,214,,2018-02-04 09:30:00,2018,2,Sunday,9,Part Two,W FOURTH ST,42.33759774,-71.0508901,"(42.33759774, -71.05089010)"
I182009194,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E5,822,,2018-02-04 11:18:00,2018,2,Sunday,11,Part Two,GEORGETOWNE DR,42.25661385,-71.14449037,"(42.25661385, -71.14449037)"
I182009191,311,Robbery,ROBBERY - COMMERCIAL,E18,522,,2018-02-04 11:07:00,2018,2,Sunday,11,Part One,HYDE PARK AVE,42.25332979,-71.12467152,"(42.25332979, -71.12467152)"
I182009190,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,771,,2018-02-04 05:00:00,2018,2,Sunday,5,Part One,EASTBURN ST,42.34760128,-71.15688618,"(42.34760128, -71.15688618)"
I182009188,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,7,,2018-02-23 17:25:00,2018,2,Friday,17,Part Two,BENNINGTON ST,42.386649,-71.006721,"(42.38664900, -71.00672100)"
I182009184,617,Larceny,LARCENY THEFT FROM BUILDING,D14,803,,2018-02-04 11:20:00,2018,2,Sunday,11,Part One,CAMBRIDGE ST,42.35515405,-71.13363463,"(42.35515405, -71.13363463)"
I182009183,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,271,,2018-02-04 10:41:00,2018,2,Sunday,10,Part Two,HARRISON AVE,42.33401829,-71.07638124,"(42.33401829, -71.07638124)"
I182009179,724,Auto Theft,AUTO THEFT,E13,639,,2018-02-04 11:04:00,2018,2,Sunday,11,Part One,SAINT JOHN ST,42.31400961,-71.11228844,"(42.31400961, -71.11228844)"
I182009178,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,438,,2018-02-04 10:19:00,2018,2,Sunday,10,Part Two,COLONIAL AVE,42.29040923,-71.07693574,"(42.29040923, -71.07693574)"
I182009175,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,111,,2018-02-04 09:53:00,2018,2,Sunday,9,Part One,COVENTRY ST,42.33695098,-71.08574813,"(42.33695098, -71.08574813)"
I182009174,619,Larceny,LARCENY ALL OTHERS,C11,236,,2018-01-20 11:00:00,2018,1,Saturday,11,Part One,EDISON GRN,42.3194224,-71.05825306,"(42.31942240, -71.05825306)"
I182009171,617,Larceny,LARCENY THEFT FROM BUILDING,A1,93,,2018-02-03 23:00:00,2018,2,Saturday,23,Part One,UNION ST,42.36068787,-71.05687293,"(42.36068787, -71.05687293)"
I182009158,611,Larceny,LARCENY PICK-POCKET,A7,16,,2018-02-03 08:00:00,2018,2,Saturday,8,Part One,FALCON ST,42.38196242,-71.0318446,"(42.38196242, -71.03184460)"
I182009146,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,67,,2018-02-04 02:24:00,2018,2,Sunday,2,Part Two,PINCKNEY ST,42.35884543,-71.06738882,"(42.35884543, -71.06738882)"
I182009145,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,566,,2018-02-04 01:30:00,2018,2,Sunday,1,Part One,ELM HILL AVE,42.30762267,-71.08903351,"(42.30762267, -71.08903351)"
I182009140,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,205,,2018-02-04 03:12:00,2018,2,Sunday,3,Part Two,SUMMER ST,42.3492942,-71.04834934,"(42.34929420, -71.04834934)"
I182009135,423,Aggravated Assault,ASSAULT - AGGRAVATED,A1,123,,2018-02-04 02:35:00,2018,2,Sunday,2,Part One,BENNET ST,42.34940554,-71.06265454,"(42.34940554, -71.06265454)"
I182009132,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,261,,2018-02-04 02:37:00,2018,2,Sunday,2,Part Two,DUDLEY ST,42.32104169,-71.07215291,"(42.32104169, -71.07215291)"
I182009132,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,261,,2018-02-04 02:37:00,2018,2,Sunday,2,Part One,DUDLEY ST,42.32104169,-71.07215291,"(42.32104169, -71.07215291)"
I182009131,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,76,,2018-02-04 02:48:00,2018,2,Sunday,2,Part Two,ANTHONY RIP VALENTI WAY,42.36398584,-71.06047223,"(42.36398584, -71.06047223)"
I182009125,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,117,,2018-02-04 01:15:00,2018,2,Sunday,1,Part Two,STUART ST,42.35103105,-71.06373331,"(42.35103105, -71.06373331)"
I182009118,423,Aggravated Assault,ASSAULT - AGGRAVATED,C6,203,,2018-02-04 01:37:00,2018,2,Sunday,1,Part One,SUMMER ST,42.3465477,-71.04284093,"(42.34654770, -71.04284093)"
I182009111,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,797,,2018-02-04 01:03:00,2018,2,Sunday,1,Part Two,COMMONWEALTH AVE,42.35170571,-71.11989956,"(42.35170571, -71.11989956)"
I182009104,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,430,,2018-02-04 00:11:00,2018,2,Sunday,0,Part One,BLUE HILL AVE,42.28480303,-71.09114391,"(42.28480303, -71.09114391)"
I182009103,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,783,,2018-02-04 00:21:00,2018,2,Sunday,0,Part Two,CAMELOT CT,42.35007312,-71.14108202,"(42.35007312, -71.14108202)"
I182009102,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,75,,2018-02-04 00:29:00,2018,2,Sunday,0,Part Two,PORTLAND ST,42.3642384,-71.06165515,"(42.36423840, -71.06165515)"
I182009100,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,623,,2018-02-03 16:15:00,2018,2,Saturday,16,Part One,BEACON ST,42.34967078,-71.09391984,"(42.34967078, -71.09391984)"
I182009096,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,794,,2018-02-03 14:30:00,2018,2,Saturday,14,Part One,LONG AVE,42.35014612,-71.13607618,"(42.35014612, -71.13607618)"
I182009096,619,Larceny,LARCENY ALL OTHERS,D14,794,,2018-02-03 14:30:00,2018,2,Saturday,14,Part One,LONG AVE,42.35014612,-71.13607618,"(42.35014612, -71.13607618)"
I182009088,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,161,,2018-02-03 23:08:00,2018,2,Saturday,23,Part Two,TREMONT ST,42.34701666,-71.06886238,"(42.34701666, -71.06886238)"
I182009084,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,362,,2018-02-03 22:36:00,2018,2,Saturday,22,Part Two,MOULTRIE ST,42.29202737,-71.06796635,"(42.29202737, -71.06796635)"
I182009084,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,362,,2018-02-03 22:36:00,2018,2,Saturday,22,Part One,MOULTRIE ST,42.29202737,-71.06796635,"(42.29202737, -71.06796635)"
I182009083,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,306,,2018-02-03 22:24:00,2018,2,Saturday,22,Part Two,COBDEN ST,42.31741922,-71.09567995,"(42.31741922, -71.09567995)"
I182009080,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,75,,2018-02-03 22:49:00,2018,2,Saturday,22,Part Two,PORTLAND ST,42.3642384,-71.06165515,"(42.36423840, -71.06165515)"
I182009070,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,418,,2018-02-03 21:07:00,2018,2,Saturday,21,Part Two,MILTON AVE,42.282381,-71.07612455,"(42.28238100, -71.07612455)"
I182009060,617,Larceny,LARCENY THEFT FROM BUILDING,E18,490,,2018-02-03 20:01:00,2018,2,Saturday,20,Part One,AMERICAN LEGION HWY,42.27531312,-71.11587798,"(42.27531312, -71.11587798)"
I182009058,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,809,,2018-02-03 19:02:00,2018,2,Saturday,19,Part One,ADAMSON ST,42.35826604,-71.13520407,"(42.35826604, -71.13520407)"
I182009056,311,Robbery,ROBBERY - COMMERCIAL,A1,75,,2018-02-03 18:45:00,2018,2,Saturday,18,Part One,PORTLAND ST,42.3642384,-71.06165515,"(42.36423840, -71.06165515)"
I182009051,619,Larceny,LARCENY ALL OTHERS,E5,732,,2018-02-01 00:00:00,2018,2,Thursday,0,Part One,TEMPLE ST,42.2826485,-71.1653356,"(42.28264850, -71.16533560)"
I182009048,613,Larceny,LARCENY SHOPLIFTING,D4,141,,2018-02-03 18:51:00,2018,2,Saturday,18,Part One,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
I182009045,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,462,,2018-01-30 10:00:00,2018,1,Tuesday,10,Part One,BOWDOIN AVE,42.30090969,-71.07425843,"(42.30090969, -71.07425843)"
I182009038,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E5,822,,2018-01-29 08:00:00,2018,1,Monday,8,Part One,WOODLEY AVE,42.26063118,-71.15222697,"(42.26063118, -71.15222697)"
I182009036,361,Robbery,ROBBERY - OTHER,B2,318,,2018-02-03 17:17:00,2018,2,Saturday,17,Part One,SEAVER ST,42.30878855,-71.09055618,"(42.30878855, -71.09055618)"
I182009031,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,289,,2018-02-03 13:00:00,2018,2,Saturday,13,Part One,MALCOLM X BLVD,42.33123776,-71.09140736,"(42.33123776, -71.09140736)"
I182009019,2629,Harassment,HARASSMENT,B3,428,,2018-02-03 16:24:00,2018,2,Saturday,16,Part Two,HOSMER ST,42.28079658,-71.09039724,"(42.28079658, -71.09039724)"
I182009018,613,Larceny,LARCENY SHOPLIFTING,C6,186,,2018-02-03 15:45:00,2018,2,Saturday,15,Part One,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966, -71.06321676)"
I182009017,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E18,486,,2018-02-03 16:20:00,2018,2,Saturday,16,Part One,RANLEY RD,42.26735874,-71.10283107,"(42.26735874, -71.10283107)"
I182009016,619,Larceny,LARCENY ALL OTHERS,B2,301,,2018-01-25 11:50:00,2018,1,Thursday,11,Part One,BEECH GLEN ST,42.3246387,-71.09531354,"(42.32463870, -71.09531354)"
I182009005,619,Larceny,LARCENY ALL OTHERS,D4,134,,2018-02-03 14:54:00,2018,2,Saturday,14,Part One,NEWBURY ST,42.35237073,-71.07227173,"(42.35237073, -71.07227173)"
I182009002,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,536,,2018-02-03 14:08:00,2018,2,Saturday,14,Part Two,DODGE RD,42.25199081,-71.14506066,"(42.25199081, -71.14506066)"
I182009001,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,406,,2018-02-03 13:00:00,2018,2,Saturday,13,Part Two,RIVER ST,42.27179929,-71.07287043,"(42.27179929, -71.07287043)"
I182008999,619,Larceny,LARCENY ALL OTHERS,E5,822,,2018-02-02 13:00:00,2018,2,Friday,13,Part One,WESTMOOR RD,42.26021476,-71.15122006,"(42.26021476, -71.15122006)"
I182008995,613,Larceny,LARCENY SHOPLIFTING,D14,804,,2018-02-03 14:00:00,2018,2,Saturday,14,Part One,EVERETT ST,42.35595391,-71.13852468,"(42.35595391, -71.13852468)"
I182008989,617,Larceny,LARCENY THEFT FROM BUILDING,B3,565,,2018-02-03 11:50:00,2018,2,Saturday,11,Part One,KINGBIRD RD,42.29283347,-71.094296,"(42.29283347, -71.09429600)"
I182008984,2629,Harassment,HARASSMENT,B3,428,,2018-02-03 13:56:00,2018,2,Saturday,13,Part Two,HOSMER ST,42.28079658,-71.09039724,"(42.28079658, -71.09039724)"
I182008982,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,332,Y,2018-02-03 13:49:00,2018,2,Saturday,13,Part One,TRULL ST,42.31250816,-71.06546757,"(42.31250816, -71.06546757)"
I182008982,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,332,Y,2018-02-03 13:49:00,2018,2,Saturday,13,Part One,TRULL ST,42.31250816,-71.06546757,"(42.31250816, -71.06546757)"
I182008971,619,Larceny,LARCENY ALL OTHERS,E18,537,,2018-01-20 18:00:00,2018,1,Saturday,18,Part One,ALWIN ST,42.2540765,-71.14299321,"(42.25407650, -71.14299321)"
I182008969,613,Larceny,LARCENY SHOPLIFTING,D4,133,,2018-02-03 12:50:00,2018,2,Saturday,12,Part One,NEWBURY ST,42.35176179,-71.07452168,"(42.35176179, -71.07452168)"
I182008964,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,A7,11,,2018-01-28 13:00:00,2018,1,Sunday,13,Part One,WILLIAM F MCCLELLAN HWY,42.38777475,-71.01769231,"(42.38777475, -71.01769231)"
I182008961,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2018-02-01 20:00:00,2018,2,Thursday,20,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182008961,619,Larceny,LARCENY ALL OTHERS,D4,143,,2018-02-01 20:00:00,2018,2,Thursday,20,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182008951,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,206,,2018-02-03 11:00:00,2018,2,Saturday,11,Part Two,FARNSWORTH ST,42.35156644,-71.04835172,"(42.35156644, -71.04835172)"
I182008949,617,Larceny,LARCENY THEFT FROM BUILDING,D14,938,,2018-01-28 09:00:00,2018,1,Sunday,9,Part One,FIDELIS WAY,42.34531664,-71.14298078,"(42.34531664, -71.14298078)"
I182008926,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,61,,2018-01-31 19:15:00,2018,1,Wednesday,19,Part One,CAUSEWAY ST,42.36568533,-71.06097646,"(42.36568533, -71.06097646)"
I182008919,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,D4,285,,2018-02-03 07:48:00,2018,2,Saturday,7,Part One,TREMONT ST,42.33738014,-71.08388901,"(42.33738014, -71.08388901)"
I182008914,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,113,,2018-02-03 07:07:00,2018,2,Saturday,7,Part Two,KINGSTON ST,42.35370585,-71.05898587,"(42.35370585, -71.05898587)"
